BCI-AV#,tag,
18266,1,
18267,1,
18269,1,
18272,1,
18273,1,
18274,1,
18278,1,
18282,1,
18285,1,
18289,1,
18291,1,
18294,1,
18295,1,
18302,1,
18465,1,
18472,1,
18473,1,
20516,1,
20518,1,
20522,1,
20527,1,
20770,1,
21361,1,
21606,1,
21615,1,
21798,1,
21836,1,
22129,1,
22354,1,
22376,1,
22904,1,
23080,1,
23081,1,
23196,1,
23205,1,
23223,1,
23237,1,
23244,1,
23252,1,
23447,1,
23485,1,
23543,1,
23675,1,
23907,1,
23910,1,
23930,1,
24011,1,
24049,1,
24111,1,
24261,1,
24264,1,
24295,1,
24309,1,
24520,1,
24621,1,
24647,1,
24664,1,
24691,1,
24807,1,
24815,1,
24821,1,
24823,1,
24827,1,
24842,1,
24844,1,
24845,1,
24848,1,
24849,1,
24948,1,
25064,1,
25113,1,
25164,1,
25182,1,
25183,1,
25193,1,
25203,1,
25214,1,
25217,1,
25363,1,
25405,1,
25522,1,
25815,1,
26003,1,
26235,1,
8490,2,
12353,2,
12393,2,
12394,2,
12580,2,
12588,2,
12619,2,
12626,2,
12637,2,
12638,2,
12661,2,
12884,2,
12904,2,
13134,2,
13135,2,
13151,2,
13152,2,
13161,2,
13410,2,
13416,2,
13426,2,
13621,2,
13628,2,
13629,2,
13638,2,
13644,2,
13672,2,
13866,2,
13868,2,
13893,2,
13908,2,
13914,2,
13935,2,
13939,2,
14115,2,
14117,2,
14144,2,
14164,2,
14178,2,
14180,2,
14181,2,
14192,2,
14202,2,
14372,2,
14395,2,
14627,2,
14628,2,
14630,2,
14631,2,
14660,2,
14661,2,
14675,2,
14893,2,
14952,2,
14962,2,
15139,2,
15207,2,
15208,2,
15212,2,
15401,2,
15410,2,
15413,2,
15474,2,
15668,2,
15673,2,
15691,2,
15723,2,
15938,2,
15954,2,
15968,2,
15979,2,
16213,2,
16419,2,
16431,2,
16466,2,
16677,2,
16686,2,
16699,2,
16715,2,
16743,2,
16962,2,
17001,2,
17021,2,
17231,2,
17238,2,
17254,2,
17267,2,
17272,2,
17277,2,
17486,2,
17512,2,
17716,2,
17724,2,
17725,2,
17982,2,
17991,2,
18037,2,
18043,2,
18236,2,
18250,2,
18279,2,
18281,2,
18296,2,
23039,2,
23532,2,
23550,2,
23634,2,
23662,2,
23844,2,
23861,2,
23883,2,
23906,2,
24062,2,
24247,2,
24294,2,
24507,2,
24826,2,
24829,2,
24906,2,
25129,2,
25277,2,
25709,2,
25933,2,
25956,2,
25963,2,
26002,2,
26337,2,
12333,3,
12357,3,
12359,3,
12367,3,
12379,3,
12398,3,
12403,3,
12405,3,
12594,3,
12596,3,
12650,3,
12653,3,
12658,3,
12833,3,
12879,3,
12880,3,
12881,3,
12886,3,
12896,3,
12901,3,
13106,3,
13412,3,
13417,3,
13425,3,
13649,3,
13663,3,
13677,3,
13892,3,
13902,3,
14154,3,
14159,3,
14371,3,
14396,3,
14449,3,
14636,3,
14673,3,
14691,3,
14695,3,
14717,3,
14882,3,
14906,3,
14913,3,
14914,3,
15148,3,
15157,3,
15177,3,
15178,3,
15185,3,
15196,3,
15206,3,
15214,3,
15222,3,
15394,3,
15464,3,
15478,3,
15651,3,
15730,3,
15742,3,
15911,3,
15914,3,
15915,3,
15919,3,
15956,3,
15957,3,
16234,3,
16244,3,
16439,3,
16487,3,
16492,3,
16495,3,
16678,3,
16750,3,
16759,3,
16940,3,
16967,3,
16975,3,
17017,3,
17018,3,
17019,3,
17022,3,
17186,3,
17209,3,
17216,3,
17217,3,
17219,3,
17223,3,
17276,3,
17485,3,
17487,3,
17496,3,
17528,3,
17752,3,
17753,3,
17758,3,
17767,3,
17978,3,
17992,3,
18027,3,
18221,3,
18224,3,
18251,3,
18259,3,
18270,3,
18280,3,
20530,3,
20572,3,
21053,3,
21058,3,
22911,3,
23008,3,
23009,3,
23010,3,
23011,3,
23126,3,
23197,3,
23214,3,
23444,3,
23534,3,
23547,3,
23648,3,
23857,3,
23858,3,
23897,3,
24114,3,
24285,3,
24311,3,
24426,3,
24701,3,
24746,3,
24874,3,
24898,3,
24916,3,
24922,3,
25311,3,
25336,3,
25498,3,
25537,3,
25987,3,
26022,3,
26243,3,
26253,3,
12364,4,
12840,4,
12902,4,
12906,4,
12922,4,
13093,4,
13125,4,
13367,4,
13411,4,
13414,4,
13609,4,
13889,4,
13907,4,
14173,4,
14200,4,
14397,4,
14441,4,
14696,4,
14712,4,
14890,4,
14897,4,
14942,4,
14945,4,
14951,4,
14961,4,
15183,4,
15197,4,
15435,4,
15456,4,
15471,4,
15698,4,
15916,4,
15923,4,
15925,4,
16168,4,
16220,4,
16224,4,
16246,4,
16433,4,
16494,4,
16504,4,
16688,4,
16695,4,
16763,4,
16943,4,
16974,4,
17187,4,
17188,4,
17239,4,
17266,4,
17481,4,
17956,4,
17981,4,
18022,4,
18045,4,
18264,4,
21062,4,
21335,4,
21609,4,
21834,4,
22840,4,
22912,4,
23125,4,
23431,4,
23479,4,
23535,4,
23610,4,
23637,4,
23690,4,
24286,4,
24506,4,
24709,4,
24761,4,
24825,4,
24852,4,
24908,4,
25033,4,
25083,4,
25127,4,
25177,4,
25406,4,
25408,4,
25532,4,
25627,4,
25663,4,
25708,4,
25719,4,
25753,4,
25832,4,
25840,4,
25937,4,
25947,4,
25996,4,
26232,4,
26327,4,
15924,5,
15950,5,
16219,5,
16437,5,
16944,5,
17185,5,
17959,5,
18222,5,
23537,5,
24965,5,
25150,5,
25151,5,
25783,5,
8488,,
8489,,
8510,,
8511,,
8512,,
8513,,
8514,,
8515,,
8516,,
8517,,
8518,,
8519,,
8522,,
8523,,
8524,,
8525,,
8526,,
8527,,
8528,,
8529,,
8530,,
8531,,
8532,,
8533,,
8534,,
8535,,
8536,,
8537,,
8538,,
8539,,
8540,,
8541,,
8542,,
8543,,
8544,,
8545,,
8546,,
8994,,
8995,,
8996,,
8997,,
9000,,
9001,,
9002,,
9003,,
9005,,
9006,,
9007,,
9008,,
9010,,
12322,,
12323,,
12325,,
12326,,
12327,,
12328,,
12329,,
12330,,
12331,,
12332,,
12334,,
12335,,
12336,,
12337,,
12340,,
12342,,
12344,,
12345,,
12346,,
12354,,
12355,,
12358,,
12361,,
12362,,
12365,,
12366,,
12369,,
12370,,
12371,,
12372,,
12373,,
12375,,
12376,,
12381,,
12382,,
12384,,
12385,,
12386,,
12387,,
12388,,
12389,,
12390,,
12391,,
12392,,
12395,,
12396,,
12397,,
12404,,
12406,,
12407,,
12408,,
12409,,
12410,,
12411,,
12412,,
12413,,
12414,,
12578,,
12579,,
12581,,
12582,,
12583,,
12584,,
12585,,
12586,,
12587,,
12589,,
12590,,
12592,,
12593,,
12595,,
12599,,
12600,,
12601,,
12602,,
12604,,
12605,,
12606,,
12607,,
12608,,
12610,,
12611,,
12612,,
12614,,
12616,,
12617,,
12620,,
12622,,
12623,,
12624,,
12625,,
12627,,
12628,,
12629,,
12630,,
12631,,
12632,,
12633,,
12634,,
12635,,
12636,,
12640,,
12641,,
12642,,
12643,,
12644,,
12646,,
12651,,
12652,,
12654,,
12655,,
12659,,
12660,,
12662,,
12664,,
12665,,
12666,,
12670,,
12836,,
12838,,
12839,,
12841,,
12842,,
12843,,
12844,,
12845,,
12848,,
12850,,
12851,,
12852,,
12853,,
12855,,
12856,,
12858,,
12859,,
12860,,
12862,,
12863,,
12865,,
12866,,
12867,,
12868,,
12871,,
12872,,
12873,,
12874,,
12876,,
12878,,
12882,,
12883,,
12885,,
12887,,
12889,,
12890,,
12891,,
12892,,
12893,,
12894,,
12897,,
12899,,
12900,,
12903,,
12905,,
12908,,
12911,,
12913,,
12914,,
12915,,
12916,,
12917,,
12919,,
12920,,
12921,,
12923,,
12924,,
12925,,
12926,,
13090,,
13091,,
13092,,
13095,,
13096,,
13098,,
13101,,
13102,,
13103,,
13104,,
13105,,
13107,,
13108,,
13110,,
13112,,
13113,,
13115,,
13116,,
13117,,
13118,,
13119,,
13120,,
13122,,
13124,,
13126,,
13127,,
13128,,
13129,,
13132,,
13133,,
13136,,
13137,,
13138,,
13139,,
13140,,
13141,,
13142,,
13143,,
13144,,
13145,,
13146,,
13147,,
13149,,
13150,,
13153,,
13154,,
13155,,
13156,,
13158,,
13159,,
13160,,
13163,,
13164,,
13167,,
13168,,
13169,,
13170,,
13171,,
13172,,
13173,,
13174,,
13175,,
13176,,
13177,,
13178,,
13179,,
13180,,
13182,,
13345,,
13346,,
13347,,
13348,,
13349,,
13353,,
13354,,
13355,,
13356,,
13358,,
13359,,
13360,,
13361,,
13362,,
13365,,
13368,,
13370,,
13372,,
13374,,
13376,,
13378,,
13379,,
13381,,
13382,,
13384,,
13385,,
13388,,
13389,,
13390,,
13391,,
13392,,
13393,,
13394,,
13395,,
13396,,
13397,,
13398,,
13399,,
13400,,
13401,,
13402,,
13405,,
13406,,
13407,,
13408,,
13413,,
13415,,
13418,,
13419,,
13420,,
13421,,
13427,,
13428,,
13430,,
13431,,
13432,,
13433,,
13434,,
13435,,
13436,,
13437,,
13438,,
13439,,
13440,,
13603,,
13604,,
13605,,
13606,,
13607,,
13608,,
13610,,
13611,,
13612,,
13613,,
13614,,
13615,,
13616,,
13617,,
13619,,
13620,,
13623,,
13625,,
13626,,
13627,,
13630,,
13632,,
13634,,
13635,,
13636,,
13637,,
13640,,
13641,,
13643,,
13645,,
13646,,
13647,,
13650,,
13651,,
13652,,
13653,,
13654,,
13655,,
13656,,
13657,,
13658,,
13659,,
13660,,
13661,,
13662,,
13665,,
13666,,
13667,,
13668,,
13669,,
13670,,
13671,,
13673,,
13674,,
13678,,
13679,,
13680,,
13681,,
13682,,
13684,,
13685,,
13686,,
13687,,
13688,,
13689,,
13691,,
13857,,
13858,,
13859,,
13862,,
13863,,
13864,,
13865,,
13867,,
13870,,
13871,,
13872,,
13874,,
13875,,
13876,,
13878,,
13879,,
13880,,
13884,,
13885,,
13886,,
13887,,
13888,,
13890,,
13891,,
13895,,
13897,,
13898,,
13899,,
13900,,
13904,,
13905,,
13909,,
13910,,
13911,,
13913,,
13915,,
13916,,
13917,,
13921,,
13922,,
13923,,
13924,,
13925,,
13926,,
13927,,
13928,,
13929,,
13930,,
13931,,
13932,,
13933,,
13934,,
13936,,
13937,,
13938,,
13940,,
13941,,
13943,,
13944,,
13945,,
13946,,
13947,,
13948,,
13949,,
14113,,
14114,,
14116,,
14119,,
14120,,
14121,,
14122,,
14123,,
14124,,
14125,,
14126,,
14127,,
14128,,
14129,,
14130,,
14131,,
14132,,
14134,,
14135,,
14136,,
14137,,
14140,,
14141,,
14143,,
14146,,
14147,,
14148,,
14149,,
14150,,
14152,,
14153,,
14155,,
14156,,
14158,,
14160,,
14161,,
14162,,
14165,,
14166,,
14167,,
14168,,
14169,,
14170,,
14171,,
14172,,
14174,,
14176,,
14177,,
14182,,
14184,,
14185,,
14186,,
14189,,
14190,,
14191,,
14193,,
14194,,
14195,,
14196,,
14197,,
14199,,
14201,,
14203,,
14204,,
14206,,
14369,,
14370,,
14373,,
14374,,
14375,,
14376,,
14378,,
14380,,
14383,,
14384,,
14385,,
14388,,
14391,,
14392,,
14393,,
14394,,
14398,,
14399,,
14400,,
14402,,
14404,,
14407,,
14409,,
14410,,
14411,,
14412,,
14415,,
14416,,
14419,,
14420,,
14421,,
14423,,
14424,,
14425,,
14426,,
14428,,
14429,,
14430,,
14431,,
14432,,
14433,,
14434,,
14436,,
14438,,
14444,,
14445,,
14447,,
14448,,
14450,,
14452,,
14453,,
14455,,
14456,,
14457,,
14458,,
14459,,
14460,,
14461,,
14462,,
14625,,
14633,,
14634,,
14635,,
14637,,
14638,,
14640,,
14642,,
14643,,
14644,,
14645,,
14648,,
14649,,
14650,,
14652,,
14653,,
14654,,
14655,,
14656,,
14657,,
14658,,
14659,,
14662,,
14663,,
14664,,
14665,,
14666,,
14668,,
14669,,
14670,,
14671,,
14672,,
14674,,
14677,,
14678,,
14679,,
14680,,
14681,,
14683,,
14684,,
14686,,
14688,,
14690,,
14693,,
14694,,
14697,,
14699,,
14700,,
14701,,
14703,,
14704,,
14709,,
14710,,
14713,,
14714,,
14881,,
14883,,
14886,,
14887,,
14888,,
14889,,
14891,,
14892,,
14894,,
14895,,
14896,,
14898,,
14901,,
14902,,
14908,,
14909,,
14910,,
14911,,
14915,,
14917,,
14918,,
14920,,
14922,,
14923,,
14924,,
14925,,
14929,,
14931,,
14933,,
14934,,
14936,,
14937,,
14938,,
14939,,
14940,,
14941,,
14944,,
14946,,
14947,,
14949,,
14950,,
14953,,
14954,,
14955,,
14956,,
14957,,
14959,,
14963,,
14964,,
14966,,
14967,,
14968,,
14969,,
14970,,
14971,,
14972,,
14973,,
15137,,
15138,,
15140,,
15141,,
15142,,
15145,,
15146,,
15147,,
15151,,
15152,,
15153,,
15155,,
15156,,
15158,,
15160,,
15162,,
15163,,
15164,,
15165,,
15166,,
15167,,
15169,,
15170,,
15171,,
15172,,
15174,,
15175,,
15176,,
15179,,
15180,,
15181,,
15182,,
15184,,
15186,,
15189,,
15190,,
15191,,
15192,,
15193,,
15194,,
15195,,
15199,,
15200,,
15201,,
15202,,
15203,,
15204,,
15209,,
15211,,
15213,,
15216,,
15217,,
15218,,
15219,,
15220,,
15224,,
15227,,
15230,,
15393,,
15395,,
15396,,
15397,,
15398,,
15399,,
15402,,
15403,,
15404,,
15408,,
15409,,
15411,,
15412,,
15414,,
15417,,
15419,,
15420,,
15421,,
15422,,
15423,,
15424,,
15425,,
15427,,
15428,,
15429,,
15430,,
15432,,
15433,,
15434,,
15437,,
15438,,
15442,,
15443,,
15445,,
15446,,
15447,,
15450,,
15451,,
15452,,
15453,,
15454,,
15455,,
15457,,
15458,,
15460,,
15461,,
15462,,
15463,,
15465,,
15466,,
15467,,
15469,,
15470,,
15472,,
15473,,
15476,,
15477,,
15479,,
15480,,
15481,,
15482,,
15483,,
15486,,
15487,,
15650,,
15652,,
15653,,
15657,,
15658,,
15659,,
15660,,
15664,,
15665,,
15669,,
15672,,
15674,,
15675,,
15676,,
15678,,
15680,,
15681,,
15682,,
15683,,
15684,,
15687,,
15688,,
15689,,
15690,,
15693,,
15694,,
15695,,
15696,,
15700,,
15701,,
15704,,
15705,,
15706,,
15707,,
15708,,
15709,,
15711,,
15712,,
15713,,
15715,,
15716,,
15718,,
15720,,
15721,,
15724,,
15725,,
15726,,
15727,,
15728,,
15729,,
15731,,
15734,,
15735,,
15737,,
15738,,
15739,,
15740,,
15741,,
15906,,
15907,,
15908,,
15910,,
15912,,
15917,,
15920,,
15926,,
15928,,
15930,,
15932,,
15933,,
15934,,
15935,,
15936,,
15937,,
15939,,
15940,,
15944,,
15946,,
15947,,
15949,,
15951,,
15952,,
15953,,
15958,,
15959,,
15960,,
15963,,
15964,,
15965,,
15969,,
15970,,
15971,,
15974,,
15976,,
15977,,
15978,,
15980,,
15981,,
15982,,
15983,,
15984,,
15985,,
15986,,
15987,,
15988,,
15989,,
15990,,
15991,,
15992,,
15993,,
15994,,
15995,,
15996,,
15997,,
15998,,
16162,,
16163,,
16164,,
16165,,
16166,,
16167,,
16169,,
16170,,
16171,,
16174,,
16175,,
16176,,
16178,,
16179,,
16180,,
16181,,
16182,,
16183,,
16185,,
16186,,
16187,,
16188,,
16189,,
16190,,
16191,,
16194,,
16195,,
16198,,
16201,,
16202,,
16203,,
16205,,
16206,,
16207,,
16208,,
16209,,
16210,,
16211,,
16212,,
16214,,
16215,,
16216,,
16218,,
16221,,
16222,,
16223,,
16225,,
16227,,
16229,,
16230,,
16231,,
16232,,
16233,,
16235,,
16236,,
16237,,
16238,,
16239,,
16240,,
16241,,
16242,,
16243,,
16250,,
16251,,
16254,,
16418,,
16420,,
16421,,
16422,,
16423,,
16424,,
16425,,
16426,,
16427,,
16428,,
16429,,
16430,,
16432,,
16434,,
16435,,
16438,,
16441,,
16442,,
16443,,
16448,,
16449,,
16450,,
16452,,
16454,,
16456,,
16457,,
16458,,
16459,,
16460,,
16461,,
16462,,
16463,,
16464,,
16469,,
16471,,
16472,,
16473,,
16475,,
16476,,
16477,,
16478,,
16479,,
16480,,
16483,,
16484,,
16485,,
16486,,
16488,,
16489,,
16490,,
16491,,
16493,,
16499,,
16500,,
16501,,
16502,,
16503,,
16506,,
16507,,
16508,,
16510,,
16674,,
16675,,
16676,,
16679,,
16680,,
16681,,
16682,,
16684,,
16685,,
16689,,
16690,,
16691,,
16692,,
16696,,
16697,,
16698,,
16700,,
16701,,
16703,,
16704,,
16705,,
16706,,
16707,,
16708,,
16710,,
16711,,
16712,,
16714,,
16716,,
16717,,
16718,,
16719,,
16720,,
16721,,
16722,,
16723,,
16724,,
16725,,
16727,,
16729,,
16730,,
16731,,
16732,,
16733,,
16735,,
16737,,
16738,,
16739,,
16740,,
16741,,
16742,,
16746,,
16748,,
16751,,
16753,,
16754,,
16755,,
16756,,
16757,,
16758,,
16760,,
16761,,
16762,,
16764,,
16765,,
16766,,
16929,,
16930,,
16931,,
16932,,
16933,,
16934,,
16935,,
16936,,
16937,,
16938,,
16939,,
16941,,
16942,,
16945,,
16946,,
16947,,
16948,,
16950,,
16951,,
16952,,
16954,,
16955,,
16956,,
16958,,
16960,,
16961,,
16963,,
16964,,
16965,,
16966,,
16968,,
16970,,
16971,,
16972,,
16976,,
16977,,
16978,,
16979,,
16980,,
16981,,
16982,,
16983,,
16987,,
16988,,
16989,,
16991,,
16992,,
16993,,
16996,,
16997,,
16998,,
16999,,
17000,,
17002,,
17003,,
17004,,
17005,,
17007,,
17008,,
17010,,
17011,,
17012,,
17013,,
17014,,
17016,,
17020,,
17190,,
17191,,
17193,,
17194,,
17195,,
17196,,
17197,,
17198,,
17199,,
17200,,
17201,,
17204,,
17205,,
17206,,
17210,,
17211,,
17213,,
17215,,
17220,,
17221,,
17222,,
17224,,
17225,,
17226,,
17227,,
17228,,
17229,,
17230,,
17232,,
17234,,
17235,,
17236,,
17237,,
17242,,
17244,,
17245,,
17246,,
17248,,
17250,,
17251,,
17253,,
17255,,
17256,,
17257,,
17258,,
17259,,
17260,,
17261,,
17262,,
17263,,
17269,,
17270,,
17271,,
17275,,
17278,,
17442,,
17443,,
17444,,
17445,,
17446,,
17447,,
17450,,
17451,,
17454,,
17455,,
17456,,
17457,,
17458,,
17461,,
17463,,
17464,,
17465,,
17466,,
17467,,
17469,,
17470,,
17471,,
17472,,
17473,,
17474,,
17475,,
17477,,
17478,,
17480,,
17483,,
17484,,
17488,,
17489,,
17490,,
17491,,
17492,,
17494,,
17495,,
17499,,
17500,,
17501,,
17502,,
17503,,
17504,,
17505,,
17506,,
17510,,
17514,,
17520,,
17521,,
17522,,
17523,,
17524,,
17525,,
17526,,
17527,,
17529,,
17530,,
17531,,
17532,,
17534,,
17698,,
17699,,
17703,,
17704,,
17706,,
17709,,
17710,,
17714,,
17715,,
17721,,
17722,,
17726,,
17727,,
17728,,
17730,,
17731,,
17733,,
17734,,
17736,,
17737,,
17738,,
17740,,
17741,,
17742,,
17743,,
17745,,
17748,,
17749,,
17751,,
17756,,
17757,,
17759,,
17760,,
17761,,
17762,,
17764,,
17765,,
17766,,
17768,,
17769,,
17770,,
17771,,
17772,,
17773,,
17774,,
17776,,
17777,,
17778,,
17780,,
17781,,
17782,,
17783,,
17784,,
17785,,
17786,,
17788,,
17789,,
17790,,
17953,,
17954,,
17955,,
17958,,
17960,,
17962,,
17964,,
17965,,
17966,,
17970,,
17971,,
17972,,
17975,,
17976,,
17977,,
17979,,
17984,,
17986,,
17987,,
17988,,
17989,,
17990,,
17993,,
17994,,
17996,,
17997,,
17998,,
17999,,
18000,,
18001,,
18002,,
18003,,
18005,,
18006,,
18007,,
18011,,
18012,,
18013,,
18014,,
18015,,
18016,,
18019,,
18020,,
18021,,
18023,,
18024,,
18025,,
18026,,
18028,,
18029,,
18032,,
18033,,
18034,,
18036,,
18039,,
18040,,
18041,,
18042,,
18044,,
18046,,
18210,,
18211,,
18213,,
18215,,
18216,,
18218,,
18219,,
18220,,
18225,,
18227,,
18234,,
18240,,
18241,,
18246,,
18247,,
18252,,
18253,,
18254,,
18257,,
18258,,
18260,,
18265,,
18268,,
18271,,
18275,,
18276,,
18277,,
18283,,
18284,,
18286,,
18287,,
18288,,
18290,,
18292,,
18293,,
18297,,
18298,,
18299,,
18300,,
18301,,
18466,,
18467,,
18468,,
18469,,
18470,,
18471,,
18474,,
18475,,
20513,,
20514,,
20515,,
20517,,
20519,,
20520,,
20521,,
20523,,
20524,,
20526,,
20528,,
20561,,
20562,,
20563,,
20564,,
20565,,
20566,,
20567,,
20568,,
20569,,
20570,,
20571,,
20573,,
20574,,
20575,,
20576,,
20577,,
20578,,
20579,,
20580,,
20581,,
20582,,
20583,,
20584,,
20585,,
20586,,
20587,,
20588,,
20589,,
20590,,
20591,,
20592,,
20593,,
20594,,
20595,,
20596,,
20597,,
20598,,
20599,,
20600,,
20601,,
20602,,
20603,,
20604,,
20605,,
20606,,
20769,,
20771,,
20772,,
21025,,
21026,,
21027,,
21028,,
21029,,
21030,,
21031,,
21032,,
21033,,
21034,,
